channel,size,invocations-lambda,value_type,value
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,11
storage,16384,10,consumer_retries,1
storage,16384,10,consumer_retries,17
storage,16384,10,producer_times,184993
storage,16384,10,producer_times,101332
storage,16384,10,producer_times,166698
storage,16384,10,producer_times,152435
storage,16384,10,producer_times,145297
storage,16384,10,producer_times,170771
storage,16384,10,producer_times,159288
storage,16384,10,producer_times,209470
storage,16384,10,producer_times,247542
storage,16384,10,producer_times,233083
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,10
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,10
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,11
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,3
storage,16384,10,consumer_retries,1
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,4
storage,16384,10,producer_times,110114
storage,16384,10,producer_times,167885
storage,16384,10,producer_times,170508
storage,16384,10,producer_times,142253
storage,16384,10,producer_times,107936
storage,16384,10,producer_times,119644
storage,16384,10,producer_times,148059
storage,16384,10,producer_times,135956
storage,16384,10,producer_times,96904
storage,16384,10,producer_times,132421
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,10
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,10
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,8
storage,16384,10,consumer_retries,2
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,12
storage,16384,10,consumer_retries,1
storage,16384,10,consumer_retries,4
storage,16384,10,producer_times,105975
storage,16384,10,producer_times,181054
storage,16384,10,producer_times,82460
storage,16384,10,producer_times,723449
storage,16384,10,producer_times,215775
storage,16384,10,producer_times,97551
storage,16384,10,producer_times,185283
storage,16384,10,producer_times,214701
storage,16384,10,producer_times,114262
storage,16384,10,producer_times,125389
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,12
storage,16384,10,producer_retries,1
storage,16384,10,producer_retries,71
storage,16384,10,producer_retries,14
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,14
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,7
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,11
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,9
storage,16384,10,producer_times,105376
storage,16384,10,producer_times,117695
storage,16384,10,producer_times,164684
storage,16384,10,producer_times,151313
storage,16384,10,producer_times,145539
storage,16384,10,producer_times,110326
storage,16384,10,producer_times,136942
storage,16384,10,producer_times,115906
storage,16384,10,producer_times,210753
storage,16384,10,producer_times,157378
storage,16384,10,producer_retries,3
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,1
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,2
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,8
storage,16384,10,consumer_retries,12
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,1
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,5
storage,16384,10,producer_times,168642
storage,16384,10,producer_times,174919
storage,16384,10,producer_times,143123
storage,16384,10,producer_times,258341
storage,16384,10,producer_times,196393
storage,16384,10,producer_times,161531
storage,16384,10,producer_times,157542
storage,16384,10,producer_times,126188
storage,16384,10,producer_times,95615
storage,16384,10,producer_times,99324
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,3
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,3
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,12
storage,16384,10,consumer_retries,11
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,2
storage,16384,10,consumer_retries,13
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,5
storage,16384,10,producer_times,174680
storage,16384,10,producer_times,108734
storage,16384,10,producer_times,202197
storage,16384,10,producer_times,158161
storage,16384,10,producer_times,161583
storage,16384,10,producer_times,125793
storage,16384,10,producer_times,187128
storage,16384,10,producer_times,137470
storage,16384,10,producer_times,155783
storage,16384,10,producer_times,107156
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,10
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,5
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,16
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,11
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,3
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,4
storage,16384,10,producer_times,144781
storage,16384,10,producer_times,240701
storage,16384,10,producer_times,242075
storage,16384,10,producer_times,140221
storage,16384,10,producer_times,170150
storage,16384,10,producer_times,147038
storage,16384,10,producer_times,142842
storage,16384,10,producer_times,124184
storage,16384,10,producer_times,125887
storage,16384,10,producer_times,127528
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,17
storage,16384,10,producer_retries,12
storage,16384,10,producer_retries,2
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,12
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,9
storage,16384,10,consumer_retries,0
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,4
storage,16384,10,producer_times,118564
storage,16384,10,producer_times,145491
storage,16384,10,producer_times,139903
storage,16384,10,producer_times,110467
storage,16384,10,producer_times,170612
storage,16384,10,producer_times,185987
storage,16384,10,producer_times,125765
storage,16384,10,producer_times,168088
storage,16384,10,producer_times,228650
storage,16384,10,producer_times,117721
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,10
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,12
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,10
storage,16384,10,producer_retries,9
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,3
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,5
storage,16384,10,producer_times,172351
storage,16384,10,producer_times,143860
storage,16384,10,producer_times,137675
storage,16384,10,producer_times,105124
storage,16384,10,producer_times,162413
storage,16384,10,producer_times,147797
storage,16384,10,producer_times,161155
storage,16384,10,producer_times,225155
storage,16384,10,producer_times,180566
storage,16384,10,producer_times,133015
storage,16384,10,producer_retries,11
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,3
storage,16384,10,producer_retries,12
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,4
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,2
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,11
storage,16384,10,producer_times,137711
storage,16384,10,producer_times,99228
storage,16384,10,producer_times,145789
storage,16384,10,producer_times,137057
storage,16384,10,producer_times,158672
storage,16384,10,producer_times,99405
storage,16384,10,producer_times,137721
storage,16384,10,producer_times,110595
storage,16384,10,producer_times,128255
storage,16384,10,producer_times,177344
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,2
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,8
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,11
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,1
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,8
storage,16384,10,producer_times,131610
storage,16384,10,producer_times,139158
storage,16384,10,producer_times,135716
storage,16384,10,producer_times,128899
storage,16384,10,producer_times,128406
storage,16384,10,producer_times,133587
storage,16384,10,producer_times,186526
storage,16384,10,producer_times,141018
storage,16384,10,producer_times,102320
storage,16384,10,producer_times,103421
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,1
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,3
storage,16384,10,producer_retries,4
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,2
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,7
storage,16384,10,producer_times,99076
storage,16384,10,producer_times,131050
storage,16384,10,producer_times,143549
storage,16384,10,producer_times,116575
storage,16384,10,producer_times,125571
storage,16384,10,producer_times,135813
storage,16384,10,producer_times,82535
storage,16384,10,producer_times,167901
storage,16384,10,producer_times,142752
storage,16384,10,producer_times,185349
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,10
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,11
storage,16384,10,producer_retries,1
storage,16384,10,producer_retries,1
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,8
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,1
storage,16384,10,producer_times,85813
storage,16384,10,producer_times,144717
storage,16384,10,producer_times,155191
storage,16384,10,producer_times,190639
storage,16384,10,producer_times,175892
storage,16384,10,producer_times,123663
storage,16384,10,producer_times,137313
storage,16384,10,producer_times,111010
storage,16384,10,producer_times,227676
storage,16384,10,producer_times,204779
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,10
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,11
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,3
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,12
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,2
storage,16384,10,producer_times,146878
storage,16384,10,producer_times,90756
storage,16384,10,producer_times,122446
storage,16384,10,producer_times,149333
storage,16384,10,producer_times,162750
storage,16384,10,producer_times,171221
storage,16384,10,producer_times,186635
storage,16384,10,producer_times,198184
storage,16384,10,producer_times,145191
storage,16384,10,producer_times,116416
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,13
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,11
storage,16384,10,producer_retries,7
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,11
storage,16384,10,consumer_retries,12
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,7
storage,16384,10,producer_times,107139
storage,16384,10,producer_times,146217
storage,16384,10,producer_times,190636
storage,16384,10,producer_times,110398
storage,16384,10,producer_times,116142
storage,16384,10,producer_times,185721
storage,16384,10,producer_times,248869
storage,16384,10,producer_times,111854
storage,16384,10,producer_times,154340
storage,16384,10,producer_times,125344
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,0
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,14
storage,16384,10,producer_retries,11
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,6
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,12
storage,16384,10,consumer_retries,11
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,3
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,4
storage,16384,10,producer_times,93764
storage,16384,10,producer_times,127999
storage,16384,10,producer_times,265781
storage,16384,10,producer_times,142553
storage,16384,10,producer_times,162469
storage,16384,10,producer_times,106854
storage,16384,10,producer_times,100712
storage,16384,10,producer_times,139529
storage,16384,10,producer_times,78179
storage,16384,10,producer_times,114215
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,3
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,9
storage,16384,10,consumer_retries,12
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,11
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,3
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,14
storage,16384,10,consumer_retries,3
storage,16384,10,producer_times,136465
storage,16384,10,producer_times,101469
storage,16384,10,producer_times,138009
storage,16384,10,producer_times,156842
storage,16384,10,producer_times,176816
storage,16384,10,producer_times,155834
storage,16384,10,producer_times,109010
storage,16384,10,producer_times,145014
storage,16384,10,producer_times,199205
storage,16384,10,producer_times,115616
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,3
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,3
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,4
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,8
storage,16384,10,producer_times,187484
storage,16384,10,producer_times,133526
storage,16384,10,producer_times,134054
storage,16384,10,producer_times,175456
storage,16384,10,producer_times,169128
storage,16384,10,producer_times,149899
storage,16384,10,producer_times,141439
storage,16384,10,producer_times,146639
storage,16384,10,producer_times,147389
storage,16384,10,producer_times,170307
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,10
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,2
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,7
storage,16384,10,consumer_retries,14
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,4
storage,16384,10,producer_times,171765
storage,16384,10,producer_times,170785
storage,16384,10,producer_times,184542
storage,16384,10,producer_times,112000
storage,16384,10,producer_times,161332
storage,16384,10,producer_times,219860
storage,16384,10,producer_times,129204
storage,16384,10,producer_times,116363
storage,16384,10,producer_times,149820
storage,16384,10,producer_times,118490
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,11
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,2
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,4
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,13
storage,16384,10,producer_times,130006
storage,16384,10,producer_times,164652
storage,16384,10,producer_times,157821
storage,16384,10,producer_times,162491
storage,16384,10,producer_times,143376
storage,16384,10,producer_times,161152
storage,16384,10,producer_times,200892
storage,16384,10,producer_times,141013
storage,16384,10,producer_times,148795
storage,16384,10,producer_times,167834
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,2
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,1
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,7
storage,16384,10,consumer_retries,3
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,3
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,1
storage,16384,10,consumer_retries,5
storage,16384,10,producer_times,113833
storage,16384,10,producer_times,139160
storage,16384,10,producer_times,121121
storage,16384,10,producer_times,158434
storage,16384,10,producer_times,133121
storage,16384,10,producer_times,109107
storage,16384,10,producer_times,159842
storage,16384,10,producer_times,134109
storage,16384,10,producer_times,114135
storage,16384,10,producer_times,173098
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,9
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,3
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,10
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,3
storage,16384,10,consumer_retries,2
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,9
storage,16384,10,producer_times,105130
storage,16384,10,producer_times,134147
storage,16384,10,producer_times,148510
storage,16384,10,producer_times,101171
storage,16384,10,producer_times,110140
storage,16384,10,producer_times,181817
storage,16384,10,producer_times,153896
storage,16384,10,producer_times,146940
storage,16384,10,producer_times,104465
storage,16384,10,producer_times,137414
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,11
storage,16384,10,producer_retries,10
storage,16384,10,producer_retries,3
storage,16384,10,producer_retries,2
storage,16384,10,producer_retries,3
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,3
storage,16384,10,consumer_retries,3
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,13
storage,16384,10,consumer_retries,3
storage,16384,10,consumer_retries,3
storage,16384,10,consumer_retries,3
storage,16384,10,producer_times,258261
storage,16384,10,producer_times,105230
storage,16384,10,producer_times,137434
storage,16384,10,producer_times,119590
storage,16384,10,producer_times,123138
storage,16384,10,producer_times,208641
storage,16384,10,producer_times,227025
storage,16384,10,producer_times,159651
storage,16384,10,producer_times,145308
storage,16384,10,producer_times,113566
storage,16384,10,producer_retries,11
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,3
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,10
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,12
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,5
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,9
storage,16384,10,consumer_retries,1
storage,16384,10,producer_times,126814
storage,16384,10,producer_times,135580
storage,16384,10,producer_times,156741
storage,16384,10,producer_times,130597
storage,16384,10,producer_times,122769
storage,16384,10,producer_times,162113
storage,16384,10,producer_times,134328
storage,16384,10,producer_times,125873
storage,16384,10,producer_times,139619
storage,16384,10,producer_times,204489
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,1
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,12
storage,16384,10,producer_retries,8
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,3
storage,16384,10,producer_retries,13
storage,16384,10,consumer_retries,7
storage,16384,10,consumer_retries,4
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,6
storage,16384,10,consumer_retries,8
storage,16384,10,consumer_retries,5
storage,16384,10,consumer_retries,16
storage,16384,10,consumer_retries,11
storage,16384,10,consumer_retries,10
storage,16384,10,consumer_retries,10
storage,16384,10,producer_times,145677
storage,16384,10,producer_times,182044
storage,16384,10,producer_times,83532
storage,16384,10,producer_times,116778
storage,16384,10,producer_times,115433
storage,16384,10,producer_times,117381
storage,16384,10,producer_times,232182
storage,16384,10,producer_times,149476
storage,16384,10,producer_times,163001
storage,16384,10,producer_times,158978
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,12
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,2
storage,16384,10,producer_retries,5
storage,16384,10,producer_retries,6
storage,16384,10,producer_retries,4
storage,16384,10,producer_retries,7
storage,16384,10,producer_retries,1
storage,16384,10,producer_retries,6
storage,131072,10,consumer_retries,3
storage,131072,10,consumer_retries,5
storage,131072,10,consumer_retries,5
storage,131072,10,consumer_retries,6
storage,131072,10,consumer_retries,4
storage,131072,10,consumer_retries,12
storage,131072,10,consumer_retries,12
storage,131072,10,consumer_retries,4
storage,131072,10,consumer_retries,6
storage,131072,10,consumer_retries,6
storage,131072,10,producer_times,93539
storage,131072,10,producer_times,104294
storage,131072,10,producer_times,100653
storage,131072,10,producer_times,183922
storage,131072,10,producer_times,125096
storage,131072,10,producer_times,222196
storage,131072,10,producer_times,182496
storage,131072,10,producer_times,202812
storage,131072,10,producer_times,145561
storage,131072,10,producer_times,135627
storage,131072,10,producer_retries,4
storage,131072,10,producer_retries,5
storage,131072,10,producer_retries,5
storage,131072,10,producer_retries,11
storage,131072,10,producer_retries,7
storage,131072,10,producer_retries,9
storage,131072,10,producer_retries,8
storage,131072,10,producer_retries,6
storage,131072,10,producer_retries,4
storage,131072,10,producer_retries,7
storage,131072,10,consumer_retries,10
storage,131072,10,consumer_retries,11
storage,131072,10,consumer_retries,8
storage,131072,10,consumer_retries,5
storage,131072,10,consumer_retries,6
storage,131072,10,consumer_retries,5
storage,131072,10,consumer_retries,10
storage,131072,10,consumer_retries,2
storage,131072,10,consumer_retries,4
storage,131072,10,consumer_retries,9
storage,131072,10,producer_times,111710
storage,131072,10,producer_times,154338
storage,131072,10,producer_times,125853
storage,131072,10,producer_times,97918
storage,131072,10,producer_times,111445
storage,131072,10,producer_times,212537
storage,131072,10,producer_times,142752
storage,131072,10,producer_times,137735
storage,131072,10,producer_times,106041
storage,131072,10,producer_times,129067
storage,131072,10,producer_retries,4
storage,131072,10,producer_retries,6
storage,131072,10,producer_retries,7
storage,131072,10,producer_retries,6
storage,131072,10,producer_retries,5
storage,131072,10,producer_retries,9
storage,131072,10,producer_retries,13
storage,131072,10,producer_retries,10
storage,131072,10,producer_retries,8
storage,131072,10,producer_retries,9
storage,131072,10,consumer_retries,5
storage,131072,10,consumer_retries,5
storage,131072,10,consumer_retries,11
storage,131072,10,consumer_retries,10
storage,131072,10,consumer_retries,10
storage,131072,10,consumer_retries,8
storage,131072,10,consumer_retries,4
storage,131072,10,consumer_retries,5
storage,131072,10,consumer_retries,4
storage,131072,10,consumer_retries,8
storage,131072,10,producer_times,132737
storage,131072,10,producer_times,156496
storage,131072,10,producer_times,214083
storage,131072,10,producer_times,222938
storage,131072,10,producer_times,225298
storage,131072,10,producer_times,174102
storage,131072,10,producer_times,176998
storage,131072,10,producer_times,99367
storage,131072,10,producer_times,89356
storage,131072,10,producer_times,157680
storage,131072,10,producer_retries,9
storage,131072,10,producer_retries,14
storage,131072,10,producer_retries,7
storage,131072,10,producer_retries,14
storage,131072,10,producer_retries,14
storage,131072,10,producer_retries,12
storage,131072,10,producer_retries,15
storage,131072,10,producer_retries,6
storage,131072,10,producer_retries,5
storage,131072,10,producer_retries,7
storage,131072,10,consumer_retries,7
storage,131072,10,consumer_retries,5
storage,131072,10,consumer_retries,6
storage,131072,10,consumer_retries,3
storage,131072,10,consumer_retries,5
storage,131072,10,consumer_retries,12
storage,131072,10,consumer_retries,5
storage,131072,10,consumer_retries,8
storage,131072,10,consumer_retries,4
storage,131072,10,consumer_retries,7
storage,131072,10,producer_times,134552
storage,131072,10,producer_times,153817
storage,131072,10,producer_times,177885
storage,131072,10,producer_times,99604
storage,131072,10,producer_times,211258
storage,131072,10,producer_times,176959
