channel,size,invocations-lambda,value_type,value
storage,8388608,100,producer_retries,29.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,31.0
storage,8388608,100,producer_retries,157.0
storage,8388608,100,producer_retries,29.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,17.0
storage,8388608,100,producer_retries,30.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,32.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,31.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,28.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,31.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,29.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,29.0
storage,8388608,100,producer_retries,18.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,18.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,13.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,17.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,consumer_retries,32.0
storage,8388608,100,consumer_retries,34.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,26.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,39.0
storage,8388608,100,consumer_retries,29.0
storage,8388608,100,consumer_retries,34.0
storage,8388608,100,consumer_retries,30.0
storage,8388608,100,consumer_retries,28.0
storage,8388608,100,consumer_retries,37.0
storage,8388608,100,consumer_retries,37.0
storage,8388608,100,consumer_retries,30.0
storage,8388608,100,consumer_retries,30.0
storage,8388608,100,consumer_retries,31.0
storage,8388608,100,consumer_retries,31.0
storage,8388608,100,consumer_retries,30.0
storage,8388608,100,consumer_retries,30.0
storage,8388608,100,consumer_retries,29.0
storage,8388608,100,consumer_retries,130.0
storage,8388608,100,consumer_retries,35.0
storage,8388608,100,consumer_retries,26.0
storage,8388608,100,consumer_retries,29.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,28.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,36.0
storage,8388608,100,consumer_retries,58.0
storage,8388608,100,consumer_retries,40.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,29.0
storage,8388608,100,consumer_retries,26.0
storage,8388608,100,consumer_retries,28.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,33.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,26.0
storage,8388608,100,consumer_retries,38.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,30.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,33.0
storage,8388608,100,consumer_retries,26.0
storage,8388608,100,consumer_retries,28.0
storage,8388608,100,consumer_retries,53.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,18.0
storage,8388608,100,consumer_retries,34.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,34.0
storage,8388608,100,consumer_retries,36.0
storage,8388608,100,consumer_retries,33.0
storage,8388608,100,consumer_retries,30.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,29.0
storage,8388608,100,consumer_retries,116.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,34.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,29.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,26.0
storage,8388608,100,consumer_retries,28.0
storage,8388608,100,consumer_retries,34.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,28.0
storage,8388608,100,consumer_retries,32.0
storage,8388608,100,consumer_retries,32.0
storage,8388608,100,consumer_retries,39.0
storage,8388608,100,consumer_retries,26.0
storage,8388608,100,consumer_retries,28.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,31.0
storage,8388608,100,consumer_retries,39.0
storage,8388608,100,consumer_retries,40.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,30.0
storage,8388608,100,consumer_retries,32.0
storage,8388608,100,consumer_retries,30.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,33.0
storage,8388608,100,consumer_retries,269.0
storage,8388608,100,consumer_retries,31.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,29.0
storage,8388608,100,consumer_retries,31.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,37.0
storage,8388608,100,consumer_retries,37.0
storage,8388608,100,producer_times,511669.0
storage,8388608,100,producer_times,504287.0
storage,8388608,100,producer_times,468339.0
storage,8388608,100,producer_times,923804.0
storage,8388608,100,producer_times,431965.0
storage,8388608,100,producer_times,560264.0
storage,8388608,100,producer_times,506567.0
storage,8388608,100,producer_times,487240.0
storage,8388608,100,producer_times,445739.0
storage,8388608,100,producer_times,518675.0
storage,8388608,100,producer_times,518438.0
storage,8388608,100,producer_times,576588.0
storage,8388608,100,producer_times,476854.0
storage,8388608,100,producer_times,551533.0
storage,8388608,100,producer_times,507126.0
storage,8388608,100,producer_times,436148.0
storage,8388608,100,producer_times,473203.0
storage,8388608,100,producer_times,476266.0
storage,8388608,100,producer_times,1180612.0
storage,8388608,100,producer_times,569868.0
storage,8388608,100,producer_times,549371.0
storage,8388608,100,producer_times,507246.0
storage,8388608,100,producer_times,471030.0
storage,8388608,100,producer_times,492116.0
storage,8388608,100,producer_times,625427.0
storage,8388608,100,producer_times,480505.0
storage,8388608,100,producer_times,473151.0
storage,8388608,100,producer_times,478340.0
storage,8388608,100,producer_times,514741.0
storage,8388608,100,producer_times,689759.0
storage,8388608,100,producer_times,561259.0
storage,8388608,100,producer_times,461212.0
storage,8388608,100,producer_times,471887.0
storage,8388608,100,producer_times,511650.0
storage,8388608,100,producer_times,492982.0
storage,8388608,100,producer_times,548858.0
storage,8388608,100,producer_times,454848.0
storage,8388608,100,producer_times,505616.0
storage,8388608,100,producer_times,457569.0
storage,8388608,100,producer_times,528503.0
storage,8388608,100,producer_times,504611.0
storage,8388608,100,producer_times,612803.0
storage,8388608,100,producer_times,532905.0
storage,8388608,100,producer_times,466408.0
storage,8388608,100,producer_times,443218.0
storage,8388608,100,producer_times,551510.0
storage,8388608,100,producer_times,473713.0
storage,8388608,100,producer_times,520269.0
storage,8388608,100,producer_times,453597.0
storage,8388608,100,producer_times,473392.0
storage,8388608,100,producer_times,812193.0
storage,8388608,100,producer_times,527119.0
storage,8388608,100,producer_times,547432.0
storage,8388608,100,producer_times,506869.0
storage,8388608,100,producer_times,508231.0
storage,8388608,100,producer_times,492006.0
storage,8388608,100,producer_times,489163.0
storage,8388608,100,producer_times,1202891.0
storage,8388608,100,producer_times,502402.0
storage,8388608,100,producer_times,635948.0
storage,8388608,100,producer_times,470184.0
storage,8388608,100,producer_times,566532.0
storage,8388608,100,producer_times,608653.0
storage,8388608,100,producer_times,1070192.0
storage,8388608,100,producer_times,433337.0
storage,8388608,100,producer_times,508241.0
storage,8388608,100,producer_times,500960.0
storage,8388608,100,producer_times,511502.0
storage,8388608,100,producer_times,511429.0
storage,8388608,100,producer_times,435076.0
storage,8388608,100,producer_times,460101.0
storage,8388608,100,producer_times,525350.0
storage,8388608,100,producer_times,470244.0
storage,8388608,100,producer_times,510896.0
storage,8388608,100,producer_times,497197.0
storage,8388608,100,producer_times,491506.0
storage,8388608,100,producer_times,573618.0
storage,8388608,100,producer_times,472354.0
storage,8388608,100,producer_times,535163.0
storage,8388608,100,producer_times,456662.0
storage,8388608,100,producer_times,463576.0
storage,8388608,100,producer_times,448474.0
storage,8388608,100,producer_times,535294.0
storage,8388608,100,producer_times,609388.0
storage,8388608,100,producer_times,477821.0
storage,8388608,100,producer_times,456381.0
storage,8388608,100,producer_times,508823.0
storage,8388608,100,producer_times,574765.0
storage,8388608,100,producer_times,520436.0
storage,8388608,100,producer_times,514191.0
storage,8388608,100,producer_times,495071.0
storage,8388608,100,producer_times,2765438.0
storage,8388608,100,producer_times,589977.0
storage,8388608,100,producer_times,586374.0
storage,8388608,100,producer_times,451018.0
storage,8388608,100,producer_times,470397.0
storage,8388608,100,producer_times,777750.0
storage,8388608,100,producer_times,478250.0
storage,8388608,100,producer_times,528439.0
storage,8388608,100,producer_times,553380.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,18.0
storage,8388608,100,producer_retries,70.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,18.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,16.0
storage,8388608,100,producer_retries,17.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,14.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,38.0
storage,8388608,100,producer_retries,18.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,14.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,11.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,18.0
storage,8388608,100,producer_retries,12.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,18.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,28.0
storage,8388608,100,producer_retries,96.0
storage,8388608,100,producer_retries,18.0
storage,8388608,100,producer_retries,32.0
storage,8388608,100,producer_retries,17.0
storage,8388608,100,producer_retries,32.0
storage,8388608,100,producer_retries,31.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,18.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,18.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,29.0
storage,8388608,100,producer_retries,17.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,15.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,18.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,33.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,55.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,16.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,consumer_retries,39.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,17.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,31.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,16.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,30.0
storage,8388608,100,consumer_retries,17.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,16.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,28.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,16.0
storage,8388608,100,consumer_retries,1.0
storage,8388608,100,consumer_retries,18.0
storage,8388608,100,consumer_retries,2.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,18.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,15.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,17.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,31.0
storage,8388608,100,consumer_retries,14.0
storage,8388608,100,consumer_retries,17.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,31.0
storage,8388608,100,consumer_retries,30.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,17.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,18.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,18.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,36.0
storage,8388608,100,consumer_retries,47.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,15.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,14.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,43.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,47.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,28.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,17.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,16.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,producer_times,635505.0
storage,8388608,100,producer_times,501464.0
storage,8388608,100,producer_times,474176.0
storage,8388608,100,producer_times,426179.0
storage,8388608,100,producer_times,493736.0
storage,8388608,100,producer_times,484593.0
storage,8388608,100,producer_times,578964.0
storage,8388608,100,producer_times,475089.0
storage,8388608,100,producer_times,518536.0
storage,8388608,100,producer_times,464309.0
storage,8388608,100,producer_times,490961.0
storage,8388608,100,producer_times,499914.0
storage,8388608,100,producer_times,660930.0
storage,8388608,100,producer_times,540932.0
storage,8388608,100,producer_times,459184.0
storage,8388608,100,producer_times,696791.0
storage,8388608,100,producer_times,477852.0
storage,8388608,100,producer_times,434997.0
storage,8388608,100,producer_times,503061.0
storage,8388608,100,producer_times,469525.0
storage,8388608,100,producer_times,487365.0
storage,8388608,100,producer_times,517875.0
storage,8388608,100,producer_times,450628.0
storage,8388608,100,producer_times,475953.0
storage,8388608,100,producer_times,517987.0
storage,8388608,100,producer_times,545088.0
storage,8388608,100,producer_times,451648.0
storage,8388608,100,producer_times,496730.0
storage,8388608,100,producer_times,625511.0
storage,8388608,100,producer_times,444282.0
storage,8388608,100,producer_times,438880.0
storage,8388608,100,producer_times,664031.0
storage,8388608,100,producer_times,400686.0
storage,8388608,100,producer_times,537172.0
storage,8388608,100,producer_times,687121.0
storage,8388608,100,producer_times,473205.0
storage,8388608,100,producer_times,513734.0
storage,8388608,100,producer_times,503808.0
storage,8388608,100,producer_times,492574.0
storage,8388608,100,producer_times,499357.0
storage,8388608,100,producer_times,529244.0
storage,8388608,100,producer_times,494662.0
storage,8388608,100,producer_times,408910.0
storage,8388608,100,producer_times,540563.0
storage,8388608,100,producer_times,590384.0
storage,8388608,100,producer_times,530055.0
storage,8388608,100,producer_times,538152.0
storage,8388608,100,producer_times,521521.0
storage,8388608,100,producer_times,506859.0
storage,8388608,100,producer_times,592881.0
storage,8388608,100,producer_times,645481.0
storage,8388608,100,producer_times,455994.0
storage,8388608,100,producer_times,428853.0
storage,8388608,100,producer_times,589414.0
storage,8388608,100,producer_times,568241.0
storage,8388608,100,producer_times,459726.0
storage,8388608,100,producer_times,592312.0
storage,8388608,100,producer_times,489928.0
storage,8388608,100,producer_times,474946.0
storage,8388608,100,producer_times,459675.0
storage,8388608,100,producer_times,517330.0
storage,8388608,100,producer_times,510478.0
storage,8388608,100,producer_times,557468.0
storage,8388608,100,producer_times,519386.0
storage,8388608,100,producer_times,456206.0
storage,8388608,100,producer_times,480569.0
storage,8388608,100,producer_times,615844.0
storage,8388608,100,producer_times,700902.0
storage,8388608,100,producer_times,492828.0
storage,8388608,100,producer_times,505939.0
storage,8388608,100,producer_times,978105.0
storage,8388608,100,producer_times,459089.0
storage,8388608,100,producer_times,655621.0
storage,8388608,100,producer_times,498214.0
storage,8388608,100,producer_times,539412.0
storage,8388608,100,producer_times,483826.0
storage,8388608,100,producer_times,497233.0
storage,8388608,100,producer_times,513597.0
storage,8388608,100,producer_times,478136.0
storage,8388608,100,producer_times,479640.0
storage,8388608,100,producer_times,485143.0
storage,8388608,100,producer_times,815229.0
storage,8388608,100,producer_times,787574.0
storage,8388608,100,producer_times,837533.0
storage,8388608,100,producer_times,474150.0
storage,8388608,100,producer_times,469170.0
storage,8388608,100,producer_times,552017.0
storage,8388608,100,producer_times,509473.0
storage,8388608,100,producer_times,509332.0
storage,8388608,100,producer_times,474777.0
storage,8388608,100,producer_times,527274.0
storage,8388608,100,producer_times,582321.0
storage,8388608,100,producer_times,567729.0
storage,8388608,100,producer_times,492363.0
storage,8388608,100,producer_times,432907.0
storage,8388608,100,producer_times,506083.0
storage,8388608,100,producer_times,502870.0
storage,8388608,100,producer_times,486168.0
storage,8388608,100,producer_times,543888.0
storage,8388608,100,producer_times,568836.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,16.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,32.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,17.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,30.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,42.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,18.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,31.0
storage,8388608,100,producer_retries,15.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,17.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,34.0
storage,8388608,100,producer_retries,17.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,29.0
storage,8388608,100,producer_retries,15.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,41.0
storage,8388608,100,producer_retries,16.0
storage,8388608,100,producer_retries,21.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,28.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,32.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,31.0
storage,8388608,100,producer_retries,30.0
storage,8388608,100,producer_retries,37.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,35.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,28.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,28.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,75.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,42.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,30.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,25.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,28.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,28.0
storage,8388608,100,producer_retries,48.0
storage,8388608,100,producer_retries,27.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,23.0
storage,8388608,100,producer_retries,32.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,30.0
storage,8388608,100,producer_retries,20.0
storage,8388608,100,producer_retries,22.0
storage,8388608,100,producer_retries,26.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,24.0
storage,8388608,100,producer_retries,19.0
storage,8388608,100,producer_retries,33.0
storage,8388608,100,consumer_retries,29.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,17.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,17.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,18.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,14.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,17.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,18.0
storage,8388608,100,consumer_retries,29.0
storage,8388608,100,consumer_retries,38.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,29.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,17.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,30.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,12.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,23.0
storage,8388608,100,consumer_retries,22.0
storage,8388608,100,consumer_retries,20.0
storage,8388608,100,consumer_retries,19.0
storage,8388608,100,consumer_retries,17.0
storage,8388608,100,consumer_retries,26.0
storage,8388608,100,consumer_retries,29.0
storage,8388608,100,consumer_retries,24.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,27.0
storage,8388608,100,consumer_retries,21.0
storage,8388608,100,consumer_retries,17.0
storage,8388608,100,consumer_retries,25.0
storage,8388608,100,consumer_retries,31.0
storage,8388608,100,consumer_retries,15.0
storage,8388608,100,consumer_retries,29.0
