1683650518881888,1683650518893241,11353
1683650518897804,1683650518901399,3595
1683650518908960,1683650518913958,4998
1683650518921982,1683650518923264,1282
1683650518928488,1683650518936288,7800
1683650518944286,1683650518949936,5650
1683650518957616,1683650518957904,288
1683650518958693,1683650518965972,7279
1683650518966005,1683650518977673,11668
1683650518985639,1683650518986377,738
1683650518997703,1683650518998180,477
1683650518998843,1683650519010981,12138
1683650519018754,1683650519023120,4366
1683650519030958,1683650519037867,6909
1683650519038719,1683650519045199,6480
1683650519050037,1683650519057907,7870
1683650519058566,1683650519058990,424
1683650519067210,1683650519077995,10785
1683650519078563,1683650519084945,6382
1683650519092628,1683650519097918,5290
1683650519098740,1683650519099224,484
1683650519105201,1683650519111046,5845
1683650519111410,1683650519119352,7942
1683650519120001,1683650519125918,5917
1683650519136649,1683650519138934,2285
1683650519149399,1683650519149877,478
1683650519150375,1683650519155375,5000
1683650519165906,1683650519166642,736
1683650519167338,1683650519173616,6278
1683650519174054,1683650519186009,11955
1683650519186647,1683650519187200,553
1683650519187740,1683650519199000,11260
1683650519210987,1683650519222834,11847
1683650519229931,1683650519229961,30
1683650519230864,1683650519237205,6341
1683650519245695,1683650519246089,394
1683650519254177,1683650519265971,11794
1683650519273891,1683650519274396,505
1683650519275022,1683650519281821,6799
1683650519282374,1683650519282888,514
1683650519283446,1683650519293782,10336
1683650519294538,1683650519301653,7115
1683650519309216,1683650519309693,477
1683650519310306,1683650519321113,10807
1683650519332547,1683650519333292,745
1683650519341926,1683650519353975,12049
1683650519354003,1683650519355108,1105
1683650519355470,1683650519361822,6352
1683650519367257,1683650519375235,7978
1683650519393546,1683650519405544,11998
1683650519413416,1683650519413637,221
1683650519414496,1683650519414913,417
1683650519415536,1683650519422891,7355
1683650519434869,1683650519439131,4262
1683650519449537,1683650519449864,327
1683650519462192,1683650519473587,11395
1683650519485543,1683650519485953,410
1683650519493722,1683650519505668,11946
1683650519517566,1683650519517858,292
1683650519518571,1683650519518964,393
1683650519524252,1683650519524520,268
1683650519525346,1683650519537008,11662
1683650519541666,1683650519553548,11882
1683650519565578,1683650519565926,348
1683650519573894,1683650519574380,486
1683650519586026,1683650519597859,11833
1683650519598462,1683650519604906,6444
1683650519612654,1683650519621646,8992
1683650519622054,1683650519622681,627
1683650519631028,1683650519631436,408
1683650519641973,1683650519649912,7939
1683650519649933,1683650519650913,980
1683650519661864,1683650519664007,2143
1683650519671872,1683650519672504,632
1683650519672974,1683650519677822,4848
1683650519685662,1683650519693655,7993
1683650519705669,1683650519706067,398
1683650519717490,1683650519729498,12008
1683650519729696,1683650519730451,755
1683650519730839,1683650519731410,571
1683650519745900,1683650519745928,28
1683650519753898,1683650519754737,839
1683650519760021,1683650519760648,627
1683650519768339,1683650519776564,8225
1683650519781770,1683650519793575,11805
1683650519793844,1683650519794698,854
1683650519805953,1683650519808928,2975
1683650519809429,1683650519810040,611
1683650519821917,1683650519823258,1341
1683650519824333,1683650519832107,7774
1683650519832536,1683650519833406,870
1683650519841039,1683650519847177,6138
1683650519847480,1683650519848125,645
1683650519853732,1683650519861594,7862
1683650519865898,1683650519877842,11944
1683650519878508,1683650519884360,5852
1683650519884682,1683650519889337,4655
1683650519889849,1683650519897969,8120
1683650519905939,1683650519913843,7904
1683650519914472,1683650519919300,4828
1683650519929016,1683650519929424,408
1683650519937935,1683650519945922,7987
1683650519953871,1683650519961660,7789
1683650519962126,1683650519967117,4991
1683650519975085,1683650519985924,10839
1683650519985961,1683650519993915,7954
1683650519997721,1683650520009766,12045
1683650520010166,1683650520010943,777
1683650520017807,1683650520029692,11885
1683650520032990,1683650520033862,872
1683650520044021,1683650520044565,544
1683650520051182,1683650520059223,8041
1683650520067158,1683650520075084,7926
1683650520076502,1683650520080479,3977
1683650520089741,1683650520096995,7254
1683650520097481,1683650520098052,571
1683650520109081,1683650520120938,11857
1683650520125667,1683650520133592,7925
1683650520141482,1683650520153615,12133
1683650520153901,1683650520154738,837
1683650520165040,1683650520176103,11063
1683650520176814,1683650520177289,475
1683650520178076,1683650520189685,11609
1683650520190033,1683650520190783,750
1683650520191362,1683650520191825,463
1683650520192384,1683650520193011,627
1683650520193474,1683650520198091,4617
1683650520205732,1683650520206585,853
1683650520213051,1683650520220842,7791
1683650520228876,1683650520229399,523
1683650520237609,1683650520237989,380
1683650520245894,1683650520245915,21
1683650520257925,1683650520258985,1060
1683650520265569,1683650520265845,276
1683650520266728,1683650520267435,707
1683650520268080,1683650520268726,646
1683650520269479,1683650520281159,11680
1683650520288783,1683650520289472,689
1683650520296757,1683650520308376,11619
1683650520313576,1683650520313838,262
1683650520314646,1683650520315007,361
1683650520316135,1683650520321873,5738
1683650520322158,1683650520323174,1016
1683650520334959,1683650520335536,577
1683650520343072,1683650520343862,790
1683650520351498,1683650520361667,10169
1683650520369583,1683650520375001,5418
1683650520383148,1683650520384965,1817
1683650520386032,1683650520386609,577
1683650520387352,1683650520397909,10557
1683650520397927,1683650520409948,12021
1683650520410749,1683650520415195,4446
1683650520425572,1683650520433682,8110
1683650520434197,1683650520435320,1123
1683650520445898,1683650520447109,1211
1683650520448422,1683650520457118,8696
1683650520465776,1683650520477737,11961
1683650520478057,1683650520479105,1048
1683650520479513,1683650520480077,564
1683650520489237,1683650520489721,484
1683650520490459,1683650520491137,678
1683650520499095,1683650520499492,397
1683650520504908,1683650520513827,8919
1683650520525787,1683650520526510,723
1683650520527040,1683650520531439,4399
1683650520532064,1683650520532848,784
1683650520533227,1683650520544676,11449
1683650520545524,1683650520551337,5813
1683650520561932,1683650520562781,849
1683650520563324,1683650520564387,1063
1683650520573669,1683650520581755,8086
1683650520584904,1683650520585630,726
1683650520597932,1683650520598066,134
1683650520605923,1683650520606806,883
1683650520607481,1683650520608579,1098
1683650520609310,1683650520615012,5702
1683650520621578,1683650520622927,1349
1683650520629925,1683650520641661,11736
1683650520642041,1683650520643327,1286
1683650520654649,1683650520655180,531
1683650520663036,1683650520670864,7828
1683650520671349,1683650520681831,10482
1683650520689767,1683650520690874,1107
1683650520709942,1683650520709981,39
1683650520721898,1683650520722941,1043
1683650520723565,1683650520728735,5170
1683650520733761,1683650520734205,444
1683650520735098,1683650520744690,9592
1683650520752570,1683650520761876,9306
1683650520764374,1683650520764688,314
1683650520769796,1683650520781618,11822
1683650520782062,1683650520788981,6919
1683650520796031,1683650520806980,10949
1683650520807486,1683650520808281,795
1683650520819027,1683650520825969,6942
1683650520833905,1683650520834511,606
1683650520841719,1683650520849580,7861
1683650520849791,1683650520850829,1038
1683650520856448,1683650520864278,7830
1683650520864800,1683650520869583,4783
1683650520877194,1683650520877546,352
1683650520884042,1683650520891232,7190
1683650520899000,1683650520905898,6898
1683650520917937,1683650520918232,295
1683650520919062,1683650520919592,530
1683650520928727,1683650520929339,612
1683650520937360,1683650520937905,545
1683650520945252,1683650520953194,7942
1683650520958376,1683650520958907,531
1683650520977894,1683650520978268,374
1683650520979021,1683650520979576,555
1683650520985770,1683650520986612,842
1683650520993951,1683650520997661,3710
1683650520998168,1683650521008993,10825
1683650521029655,1683650521030030,375
1683650521031129,1683650521031642,513
1683650521032328,1683650521032894,566
1683650521041696,1683650521049640,7944
1683650521057489,1683650521057766,277
1683650521066964,1683650521067520,556
1683650521068121,1683650521080366,12245
1683650521093578,1683650521094030,452
1683650521101658,1683650521113822,12164
1683650521116735,1683650521117517,782
1683650521118163,1683650521118718,555
1683650521129279,1683650521137158,7879
1683650521137754,1683650521142178,4424
1683650521142972,1683650521149711,6739
1683650521157961,1683650521157993,32
1683650521168618,1683650521169267,649
1683650521177792,1683650521177986,194
1683650521178827,1683650521186962,8135
1683650521189167,1683650521201041,11874
1683650521207048,1683650521207479,431
1683650521208214,1683650521215189,6975
1683650521223186,1683650521231559,8373
