1683655532335276,1683655532335321,45
1683655532356027,1683655532356057,30
1683655532366863,1683655532366890,27
1683655532383515,1683655532383551,36
1683655532385290,1683655532385327,37
1683655532393460,1683655532393490,30
1683655532406250,1683655532406295,45
1683655532415513,1683655532415547,34
1683655532425424,1683655532425473,49
1683655532434237,1683655532434273,36
1683655532449954,1683655532449992,38
1683655532456887,1683655532456914,27
1683655532458719,1683655532458747,28
1683655532482014,1683655532482046,32
1683655532489781,1683655532489865,84
1683655532491669,1683655532491762,93
1683655532500584,1683655532500618,34
1683655532502442,1683655532502490,48
1683655532509539,1683655532509575,36
1683655532511432,1683655532511501,69
1683655532519201,1683655532519283,82
1683655532521083,1683655532521120,37
1683655532530322,1683655532530353,31
1683655532538313,1683655532538341,28
1683655532546222,1683655532546253,31
1683655532555180,1683655532555211,31
1683655532563184,1683655532563221,37
1683655532578973,1683655532579004,31
1683655532587238,1683655532587275,37
1683655532589167,1683655532589202,35
1683655532602851,1683655532602881,30
1683655532626510,1683655532626585,75
1683655532641913,1683655532641942,29
1683655532650641,1683655532650670,29
1683655532657520,1683655532657554,34
1683655532666269,1683655532666303,34
1683655532672499,1683655532672526,27
1683655532679428,1683655532679465,37
1683655532695247,1683655532695274,27
1683655532703072,1683655532703099,27
1683655532718997,1683655532719029,32
1683655532726442,1683655532726473,31
1683655532735224,1683655532735259,35
1683655532742715,1683655532742741,26
1683655532751329,1683655532751369,40
1683655532759717,1683655532759758,41
1683655532761536,1683655532761565,29
1683655532763320,1683655532763350,30
1683655532772702,1683655532772739,37
1683655532786263,1683655532786290,27
1683655532801473,1683655532801533,60
1683655532803281,1683655532803309,28
1683655532818125,1683655532818156,31
1683655532834464,1683655532834492,28
1683655532840278,1683655532840315,37
1683655532854889,1683655532854919,30
1683655532863290,1683655532863320,30
1683655532871347,1683655532871389,42
1683655532886343,1683655532886372,29
1683655532892887,1683655532892919,32
1683655532900736,1683655532900762,26
1683655532910378,1683655532910407,29
1683655532919531,1683655532919568,37
1683655532927512,1683655532927548,36
1683655532929487,1683655532929522,35
1683655532931405,1683655532931438,33
1683655532938272,1683655532938306,34
1683655532953926,1683655532953957,31
1683655532963227,1683655532963256,29
1683655532970882,1683655532970918,36
1683655532986694,1683655532986728,34
1683655532995466,1683655532995492,26
1683655532997373,1683655532997408,35
1683655533006671,1683655533006699,28
1683655533022267,1683655533022297,30
1683655533030856,1683655533030885,29
1683655533039100,1683655533039134,34
1683655533046876,1683655533046904,28
1683655533055493,1683655533055530,37
1683655533063353,1683655533063388,35
1683655533074869,1683655533074905,36
1683655533083514,1683655533083544,30
1683655533097920,1683655533097953,33
1683655533099982,1683655533100018,36
1683655533112272,1683655533112309,37
1683655533121204,1683655533121232,28
1683655533123254,1683655533123288,34
1683655533138108,1683655533138136,28
1683655533147824,1683655533147856,32
1683655533163290,1683655533163323,33
1683655533179544,1683655533179590,46
1683655533187549,1683655533187590,41
1683655533201910,1683655533201941,31
1683655533216710,1683655533216739,29
1683655533224577,1683655533224618,41
1683655533238280,1683655533238309,29
1683655533262114,1683655533262152,38
1683655533279617,1683655533279647,30
1683655533292791,1683655533292860,69
1683655533301635,1683655533301669,34
1683655533312686,1683655533312720,34
1683655533328813,1683655533328849,36
1683655533343646,1683655533343728,82
1683655533351022,1683655533351090,68
1683655533357781,1683655533357832,51
1683655533364958,1683655533364990,32
1683655533383278,1683655533383305,27
1683655533391114,1683655533391142,28
1683655533393715,1683655533393752,37
1683655533395437,1683655533395463,26
1683655533413982,1683655533414014,32
1683655533423438,1683655533423470,32
1683655533430807,1683655533430836,29
1683655533438273,1683655533438302,29
1683655533455703,1683655533455742,39
1683655533457797,1683655533457855,58
1683655533463184,1683655533463218,34
1683655533478912,1683655533478942,30
1683655533488526,1683655533488578,52
1683655533494459,1683655533494496,37
1683655533516687,1683655533516718,31
1683655533531465,1683655533531515,50
1683655533546213,1683655533546245,32
1683655533556036,1683655533556082,46
1683655533570253,1683655533570283,30
1683655533586121,1683655533586173,52
1683655533588397,1683655533588427,30
1683655533597391,1683655533597434,43
1683655533613308,1683655533613357,49
1683655533622371,1683655533622410,39
1683655533629580,1683655533629609,29
1683655533646499,1683655533646534,35
1683655533653129,1683655533653155,26
1683655533666359,1683655533666387,28
1683655533676114,1683655533676157,43
1683655533689276,1683655533689315,39
1683655533701959,1683655533701993,34
1683655533707700,1683655533707744,44
1683655533715904,1683655533715941,37
1683655533728503,1683655533728558,55
1683655533742351,1683655533742383,32
1683655533751531,1683655533751590,59
1683655533773305,1683655533773335,30
1683655533781859,1683655533781896,37
1683655533783956,1683655533783989,33
1683655533797960,1683655533798001,41
1683655533807617,1683655533807649,32
1683655533828709,1683655533828746,37
1683655533842309,1683655533842347,38
1683655533852017,1683655533852062,45
1683655533860922,1683655533860952,30
1683655533869959,1683655533869995,36
1683655533872027,1683655533872061,34
1683655533874008,1683655533874049,41
1683655533888597,1683655533888632,35
1683655533896581,1683655533896609,28
1683655533910428,1683655533910460,32
1683655533927639,1683655533927678,39
1683655533940928,1683655533940966,38
1683655533954418,1683655533954447,29
1683655533963820,1683655533963856,36
1683655533978343,1683655533978374,31
1683655533982258,1683655533982304,46
1683655533996291,1683655533996328,37
1683655534008984,1683655534009020,36
1683655534020536,1683655534020565,29
1683655534026390,1683655534026420,30
1683655534035986,1683655534036030,44
1683655534038073,1683655534038115,42
1683655534054203,1683655534054235,32
1683655534062970,1683655534063007,37
1683655534071067,1683655534071102,35
1683655534080745,1683655534080781,36
1683655534087096,1683655534087128,32
1683655534096946,1683655534096984,38
1683655534099025,1683655534099068,43
1683655534110399,1683655534110434,35
1683655534119095,1683655534119142,47
