1683649705693801,1683649705694056,255
1683649705694072,1683649705694078,6
1683649705694085,1683649705694090,5
1683649705694098,1683649705694102,4
1683649705694110,1683649705694114,4
1683649705694121,1683649705694126,5
1683649705694132,1683649705694137,5
1683649705694143,1683649705694164,21
1683649705694175,1683649705694184,9
1683649705694191,1683649705694196,5
1683649705694202,1683649705694208,6
1683649705694214,1683649705694220,6
1683649705694227,1683649705694232,5
1683649705694238,1683649705694243,5
1683649705694249,1683649705694255,6
1683649705694273,1683649705694278,5
1683649705694289,1683649705694295,6
1683649705694302,1683649705694308,6
1683649705694314,1683649705694320,6
1683649705694326,1683649705694330,4
1683649705694338,1683649705694343,5
1683649705694350,1683649705694355,5
1683649705694362,1683649705694367,5
1683649705694377,1683649705694382,5
1683649705694389,1683649705694394,5
1683649705694401,1683649705694406,5
1683649705694413,1683649705694418,5
1683649705694428,1683649705694432,4
1683649705694440,1683649705694445,5
1683649705694452,1683649705694458,6
1683649705694464,1683649705694469,5
1683649705694475,1683649705694480,5
1683649705694486,1683649705694491,5
1683649705694498,1683649705694503,5
1683649705694509,1683649705694513,4
1683649705694520,1683649705694526,6
1683649705694533,1683649705694537,4
1683649705694543,1683649705694549,6
1683649705694555,1683649705694560,5
1683649705694564,1683649705694570,6
1683649705694576,1683649705694582,6
1683649705694589,1683649705694594,5
1683649705694600,1683649705694605,5
1683649705694611,1683649705694616,5
1683649705694623,1683649705694627,4
1683649705694633,1683649705694638,5
1683649705694645,1683649705694650,5
1683649705694656,1683649705694661,5
1683649705694667,1683649705694672,5
1683649705694679,1683649705694684,5
1683649705694691,1683649705694696,5
1683649705694701,1683649705694707,6
1683649705694714,1683649705694719,5
1683649705694726,1683649705694731,5
1683649705694738,1683649705694743,5
1683649705694749,1683649705694753,4
1683649705694760,1683649705694766,6
1683649705694773,1683649705694778,5
1683649705694785,1683649705694789,4
1683649705694796,1683649705694801,5
1683649705694808,1683649705694813,5
1683649705694820,1683649705694825,5
1683649705694831,1683649705694835,4
1683649705694841,1683649705694847,6
